"ICTVnames" "accessionIDs"
"Salmonella virus OSYSTA" "NC_048808"
"Salmonella virus rokbiter" "NC_048868"
"Salmonella virus S113" "NC_048005"
"Salmonella virus S114" "NC_048006"
"Salmonella virus S116" "NC_048007"
"Salmonella virus S124" "NC_048013"
"Salmonella virus S126" "NC_048008"
"Salmonella virus S132" "NC_048010"
"Salmonella virus S133" "NC_048011"
"Salmonella virus S147" "NC_048012"
"Salmonella virus SB13" "NC_048781"
"Salmonella virus SE24" "NC_048785"
"Salmonella virus Seafire" "NC_048110"
"Salmonella virus Sepoy" "NC_048760"
"Salmonella virus SH9" "NC_047999"
"Salmonella virus STG2" "NC_048089"
"Salmonella virus Stitch" "NC_027297"
"Salmonella virus Sw2" "NC_048062"
"Yersinia virus phiR201" "NC_019919"
"Escherichia virus AKFV33" "NC_017969"
"Escherichia virus BF23" "NC_042564"
"Escherichia virus chee24" "NC_047885"
"Escherichia virus DT5712" "NC_047749"
"Escherichia virus DT57C" "NC_027356"
"Escherichia virus FFH1" "NC_024139"
"Escherichia virus fp01" "NC_048731"
"Escherichia virus Gostya9" "NC_047979"
"Escherichia virus H8" "NC_042307"
"Escherichia virus HdH2" "NC_048748"
"Escherichia virus mar004NP2" "NC_048205"
"Escherichia virus OSYSP" "NC_047835"
"Escherichia virus phiAPCEc03" "NC_047754"
"Escherichia virus phiLLS" "NC_047822"
"Escherichia virus slur09" "NC_028840"
"Escherichia virus SP15" "NC_048627"
"Escherichia virus T5" "NC_005859"
"Escherichia virus VEc33" "NC_048818"
"Phage NBEco001" "NC_048853"
"Phage NBEco002" "NC_048855"
"Phage NBSal003" "NC_048856"
"Phage NBSal005" "NC_048857"
"Salmonella virus L6jm" "NC_048852"
"Salmonella virus NR01" "NC_031042"
"Salmonella virus oldekolle" "NC_048865"
"Salmonella virus S131" "NC_048009"
"Salmonella virus SE11" "NC_048786"
"Salmonella virus Shivani" "NC_028754"
"Salmonella virus SP01" "NC_047859"
"Salmonella virus SP3" "NC_048001"
"Salmonella virus SPC35" "NC_015269"
"Salmonella virus Th1" "NC_048795"
"Salmonella virus VSe12" "NC_048794"
"Shigella virus SHSML45" "NC_031022"
"Shigella virus SSP1" "NC_047881"
"Pectobacterium virus DUPPV" "NC_047887"
"Pectobacterium virus My1" "NC_018837"
"Proteus virus PM135" "NC_042090"
"Proteus virus Stubb" "NC_048086"
"Vibrio virus PG07" "NC_048041"
"Vibrio virus VspSw1" "NC_048151"
"Aeromonas virus AhSzq1" "NC_047949"
"Aeromonas virus AhSzw1" "NC_047950"
"Klebsiella virus IME260" "NC_041899"
"Klebsiella virus Sugarland" "NC_042093"
"Escherichia virus IME542" "NC_048208"
"Escherichia virus ACGM12" "NC_019404"
"Escherichia virus EC3a" "NC_047812"
"Escherichia virus DTL" "NC_047893"
"Escherichia virus IME253" "NC_047810"
"Escherichia virus Rtp" "NC_007603"
"Escherichia virus 12210I" "NC_049813"
"Shigella virus Sf12" "NC_047848"
"Escherichia virus phiEB49" "NC_023743"
"Escherichia virus AHP42" "NC_024793"
"Escherichia virus AHS24" "NC_024784"
"Escherichia virus AKS96" "NC_024789"
"Escherichia virus C119" "NC_042046"
"Escherichia virus E41c" "NC_024210"
"Escherichia virus Jk06" "NC_007291"
"Escherichia virus KP26" "NC_042038"
"Escherichia virus phiJLA23" "NC_047740"
"Escherichia virus Rogue1" "NC_019718"
"Shigella virus Sd1" "NC_047847"
"Escherichia virus PHB17" "MN090155"
"Escherichia virus W011D" "MK778457"
"Escherichia virus aalborv" "NC_049829"
"Escherichia virus aaroes" "NC_049826"
"Escherichia virus damhaus" "NC_049827"
"Escherichia virus egaa" "NC_049852"
"Escherichia virus G29-2" "NC_049822"
"Escherichia virus grams" "NC_049825"
"Escherichia virus haarsle" "NC_049828"
"Escherichia virus Henu8" "NC_049853"
"Escherichia virus herni" "NC_049823"
"Escherichia virus PGN590" "NC_049830"
"Escherichia virus vojen" "NC_049824"
"Salmonella virus slyngel" "NC_049821"
"Shigella virus 2019SD1" "NC_049820"
"Shigella virus pSf1" "NC_021331"
"Escherichia virus Henu7" "MN019128"
"Citrobacter virus DK2017" "NC_047823"
"Citrobacter virus Sazh" "NC_048065"
"Citrobacter virus Stevie" "NC_027350"
"Escherichia virus LL5" "NC_047985"
"Escherichia virus TLS" "NC_009540"
"Salmonella virus 36" "NC_029071"
"Salmonella virus PHB07" "NC_047947"
"Salmonella virus phSE2" "NC_031026"
"Salmonella virus SP126" "NC_042066"
"Salmonella virus YSP2" "NC_047898"
"Escherichia virus 95" "NC_048132"
"Escherichia virus atuna" "NC_049819"
"Escherichia virus mar001J1" "NC_048206"
"Escherichia virus SECphi27" "NC_047938"
"Escherichia virus SLUR29" "LR596614"
"Escherichia virus swan01" "NC_048202"
"Escherichia virus tiwna" "MN850643"
"Escherichia virus tonijn" "NC_049818"
"Escherichia virus tonn" "NC_049815"
"Escherichia virus tonnikala" "NC_049817"
"Escherichia virus tunus" "NC_049816"
"Shigella virus JK16" "NC_049814"
"Escherichia virus IME347" "NC_047960"
"Escherichia virus SRT8" "NC_042043"
"Escherichia virus ADB2" "NC_019725"
"Escherichia virus BIFF" "NC_047996"
"Escherichia virus DELF2" "NC_049832"
"Escherichia virus IME18" "NC_047959"
"Escherichia virus JMPW1" "NC_041874"
"Escherichia virus JMPW2" "NC_041873"
"Escherichia virus SH2" "NC_047828"
"Escherichia virus T1" "NC_005833"
"Shigella virus 008" "NC_048150"
"Shigella virus ISF001" "NC_047863"
"Shigella virus PSf2" "NC_026010"
"Shigella virus Sfin1" "NC_047998"
"Shigella virus Sfin3" "NC_049831"
"Shigella virus SH6" "NC_047785"
"Shigella virus Shfl1" "NC_015456"
"Shigella virus ISF002" "NC_041995"
"Enterobacter virus EcL1" "NC_042122"
"Cronobacter virus PhiCS01" "NC_048088"
"Citrobacter virus HCF1" "MN545971"
"Vibrio virus GwaliVC1" "MT360682"
"Cronobacter virus CS01" "NC_048088"
"Cronobacter virus Esp2949-1" "NC_019509"
"Escherichia virus ESCO41" "NC_047820"
"Pantoea virus AAS23" "NC_048137"
"Escherichia virus NBD2" "NC_031050"
"Enterobacter virus F20" "NC_043469"
"Klebsiella virus 13" "NC_049844"
"Klebsiella virus 1513" "NC_028786"
"Klebsiella virus Alina" "NC_049837"
"Klebsiella virus Call" "NC_049836"
"Klebsiella virus Domnhall" "NC_049835"
"Klebsiella virus FZ10" "NC_049840"
"Klebsiella virus GHK3" "NC_048162"
"Klebsiella virus IMGroot" "NC_049834"
"Klebsiella virus JY917" "NC_049843"
"Klebsiella virus KL" "NC_049838"
"Klebsiella virus KLPN1" "NC_028760"
"Klebsiella virus KLPPOU149" "NC_049842"
"Klebsiella virus KOX1" "NC_047825"
"Klebsiella virus KP36" "NC_029099"
"Klebsiella virus KP1801" "NC_049848"
"Klebsiella virus KpCol1" "NC_047907"
"Klebsiella virus KpKT21phi1" "NC_048143"
"Klebsiella virus KPN N141" "NC_047841"
"Klebsiella virus KpV522" "NC_047784"
"Klebsiella virus MezzoGao" "NC_047850"
"Klebsiella virus NJS1" "NC_048024"
"Klebsiella virus PhiKpNIH2" "NC_049845"
"Klebsiella virus PKP126" "NC_031053"
"Klebsiella virus SegesCirculi" "NC_049833"
"Klebsiella virus Shelby" "NC_049846"
"Klebsiella virus Sin4" "NC_049847"
"Klebsiella virus Skenny" "NC_049841"
"Klebsiella virus Sushi" "NC_028774"
"Klebsiella virus Sweeny" "NC_049839"
"Klebsiella virus TAH8" "NC_048042"
"Klebsiella virus TSK1" "NC_048126"
"Clostridium virus CpV1" "NC_048629"
"Clostridium virus CPD2" "NC_048738"
"Clostridium virus CPS1" "NC_048661"
"Clostridium virus phi24R" "NC_019523"
"Clostridium virus CPS2" "NC_048707"
"Clostridium virus phiCP7R" "NC_017980"
"Clostridium virus phiCPV4" "NC_018083"
"Clostridium virus phiZP2" "NC_018084"
"Clostridium virus susfortuna" "NC_048712"
"Bacillus virus Agate" "NC_020081"
"Bacillus virus Bobb" "NC_024792"
"Bacillus virus Bp8pC" "NC_029121"
"Bacillus virus Bastille" "NC_018856"
"Bacillus virus CAM003" "NC_024216"
"Bacillus virus Evoli" "NC_024207"
"Bacillus virus HoodyT" "NC_024205"
"Bacillus virus AvesoBmore" "NC_028887"
"Bacillus virus B4" "NC_018863"
"Bacillus virus Bigbertha" "NC_022769"
"Bacillus virus Riley" "NC_024788"
"Bacillus virus Spock" "NC_022763"
"Bacillus virus Troll" "NC_022088"
"Bacillus virus Bc431" "NC_020873"
"Bacillus virus Bcp1" "NC_024137"
"Bacillus virus BCP82" "NC_027355"
"Bacillus virus BM15" "NC_042140"
"Bacillus virus Deepblue" "NC_031056"
"Bacillus virus JBP901" "NC_027352"
"Bacillus virus Eldridge" "NC_030920"
"Bacillus virus vBBmeMGoe8" "NC_048797"
"Bacillus virus vBBsuMGoe3" "NC_048652"
"Bacillus virus BSP38" "NC_048726"
"Bacillus virus Mater" "NC_027366"
"Bacillus virus Moonbeam" "NC_027374"
"Bacillus virus Grass" "NC_022771"
"Bacillus virus NIT1" "NC_021856"
"Bacillus virus SPG24" "NC_030903"
"Bacillus virus Shbh1" "NC_030925"
"Bacillus virus SIOphi" "NC_042133"
"Bacillus virus BCP78" "NC_018860"
"Bacillus virus TsarBomba" "NC_028890"
"Bacillus virus BPS13" "NC_018857"
"Bacillus virus BPS10C" "NC_023501"
"Bacillus virus Hakuna" "NC_024213"
"Bacillus virus Megatron" "NC_024211"
"Bacillus virus WPh" "NC_016563"
"Enterococcus virus ECP3" "NC_027335"
"Enterococcus virus EF24C" "NC_009904"
"Enterococcus virus EFLK1" "NC_029026"
"Enterococcus virus EFDG1" "NC_029009"
"Enterococcus virus EFP01" "NC_047796"
"Enterococcus virus EfV12" "NC_048087"
"Listeria virus A511" "NC_009811"
"Listeria virus AG20" "NC_020871"
"Listeria virus List36" "NC_024364"
"Listeria virus LMSP25" "NC_024360"
"Listeria virus LMTA34" "NC_042048"
"Listeria virus LMTA148" "NC_024787"
"Listeria virus LP048" "NC_024359"
"Listeria virus LP064" "NC_041862"
"Listeria virus LP083-2" "NC_024383"
"Listeria virus P100" "NC_007610"
"Listeria virus WIL1" "NC_025440"
"Bacillus virus Camphawk" "NC_022761"
"Bacillus virus SPO1" "NC_011421"
"Bacillus virus CP51" "NC_025423"
"Bacillus virus JL" "NC_028982"
"Bacillus virus Shanette" "NC_028983"
"Staphylococcus virus BS1" "NC_047945"
"Staphylococcus virus BS2" "NC_047948"
"Staphylococcus virus G1" "NC_007066"
"Staphylococcus virus G15" "NC_019448"
"Staphylococcus virus JD7" "NC_019726"
"Staphylococcus virus K" "NC_005880"
"Staphylococcus virus MCE2014" "NC_025416"
"Staphylococcus virus P108" "NC_025426"
"Staphylococcus virus Rodi" "NC_028765"
"Staphylococcus virus S253" "NC_022920"
"Staphylococcus virus S25-4" "NC_022918"
"Staphylococcus virus SA12" "NC_023573"
"Staphylococcus virus Sb1" "NC_023009"
"Staphylococcus virus SscM1" "NC_047767"
"Staphylococcus virus IPLAC1C" "NC_028962"
"Staphylococcus virus SEP1" "NC_041928"
"Staphylococcus virus Remus" "NC_022090"
"Staphylococcus virus SA11" "NC_019511"
"Staphylococcus virus Stau2" "NC_030933"
"Staphylococcus virus Twort" "NC_007021"
"Lactobacillus virus LpeD" "NC_048677"
"Lactobacillus virus Bacchae" "NC_047924"
"Lactobacillus virus Bromius" "NC_048085"
"Lactobacillus virus Iacchus" "NC_048084"
"Lactobacillus virus Lpa804" "NC_048134"
"Lactobacillus virus Semele" "NC_047926"
"Lactobacillus virus LfeInf" "NC_029058"
"Lactobacillus virus Lb338-1" "NC_012530"
"Lactobacillus virus LP65" "NC_006565"
"Lactobacillus virus 521B" "NC_048752"
"Lactobacillus virus SAC12B" "NC_048754"
"Lactobacillus virus 3-521" "NC_048753"
"Brochothrix virus A9" "NC_015253"
"Aeromonas virus ASsw" "NC_048674"
"Aeromonas virus ASzj" "NC_048673"
"Aeromonas virus CC2" "NC_019538"
"Aeromonas virus 65" "NC_015251"
"Campylobacter virus CP21" "NC_019507"
"Campylobacter virus CP220" "NC_027997"
"Campylobacter virus CPt10" "NC_027996"
"Campylobacter virus IBB35" "NC_027989; NC_041833; NC_041831; NC_041832; NC_041834"
"Campylobacter virus CP81" "NC_042112"
"Campylobacter virus CP30A" "NC_018861"
"Campylobacter virus CPX" "NC_016562"
"Campylobacter virus Los1" "NC_041896"
"Campylobacter virus NCTC12673" "NC_015464"
"Photobacterium virus PDCC1" "NC_048821"
"Vibrio phage 2TSL2019" "NC_048747"
"Vibrio virus Aphrodite1" "NC_042100"
"Vibrio virus USC1" "NC_048779"
"Vibrio virus pTD1" "NC_041916"
"Vibrio virus VP4B" "NC_042136"
"Escherichia virus Alf5" "NC_031082"
"Escherichia virus AYO145A" "NC_028825"
"Escherichia virus EC6" "NC_027369"
"Escherichia virus HY02" "NC_028872"
"Escherichia virus JH2" "NC_029023"
"Escherichia virus TP1" "NC_041979"
"Escherichia virus VpaE1" "NC_027337"
"Escherichia virus wV8" "NC_012749"
"Salmonella virus BPS15Q2" "NC_031939"
"Salmonella virus BPS17L1" "NC_042096"
"Salmonella virus BPS17W1" "NC_042097"
"Salmonella virus FelixO1" "NC_005282"
"Salmonella virus Mushroom" "NC_041923"
"Salmonella virus Si3" "NC_041922"
"Salmonella virus SP116" "NC_027329"
"Salmonella virus UAB87" "NC_027360"
"Erwinia virus Ea214" "NC_011811"
"Erwinia virus M7" "NC_041978"
"Citrobacter virus Moogle" "NC_027293"
"Citrobacter virus Mordin" "NC_041977"
"Shigella virus Sf13" "NC_042017"
"Shigella virus Sf14" "NC_042075"
"Shigella virus Sf17" "NC_042076"
"Escherichia virus SUSP1" "NC_028808"
"Escherichia virus SUSP2" "NC_028935"
"Ralstonia phage RsoM1USA" "NC_049432"
"Ralstonia virus RSA1" "NC_009382"
"Ralstonia virus RSY1" "NC_025115"
"Mannheimia virus 1127AP1" "NC_047750"
"Mannheimia virus PHL101" "NC_008201"
"Aeromonas virus phiO18P" "NC_009542"
"Vibrio virus Canoe" "NC_048066"
"Pseudoalteromonas virus C5a" "NC_047790"
"Pseudomonas virus Dobby" "NC_048109"
"Pseudomonas virus phiCTX" "NC_003278"
"Erwinia virus EtG" "NC_047833"
"Escherichia virus 186" "NC_001317"
"Salmonella virus PsP3" "NC_005340"
"Salmonella virus SEN1" "NC_029003"
"Salmonella virus SW9" "NC_049459"
"Erwinia virus ENT90" "NC_019932"
"Escherichia virus 500465-1" "NC_049342"
"Klebsiella virus 4LV2017" "NC_047818"
"Klebsiella virus ST13OXA48phi12-1" "NC_049453"
"Klebsiella virus ST15OXA48phi14-1" "NC_049454"
"Klebsiella virus ST437OXA245phi4-1" "NC_049448"
"Klebsiella virus ST437OXA245phi4-2" "NC_049449"
"Klebsiella virus ST512KPC3phi13-2" "NC_049452"
"Salmonella virus Fels2" "NC_003197"
"Salmonella virus RE2010" "NC_019488"
"Salmonella virus SEN8" "NC_047753"
"Salmonella virus SopEphi" "AY319521"
"Haemophilus virus HP1" "NC_001697"
"Haemophilus virus HP2" "NC_003315"
"Salmonella virus SI7" "NC_049460"
"Pasteurella virus F108" "NC_008193"
"Burkholderia virus KS14" "NC_015273"
"Burkholderia virus AP3" "NC_047752"
"Burkholderia virus KS5" "NC_015265"
"Vibrio virus K139" "NC_003313"
"Burkholderia virus ST79" "NC_021343"
"Enterobacter virus phiT5282H" "NC_049429"
"Citrobacter virus R18C" "NC_049461"
"Escherichia virus 12474III" "NC_049457"
"Escherichia virus fiAA91ss" "NC_022750"
"Escherichia virus magyaro" "NC_041848"
"Escherichia virus P2" "NC_001895"
"Escherichia virus P2-2H1" "NC_049386"
"Escherichia virus P2-2H4" "NC_049385"
"Escherichia virus P2-4A7b" "NC_049390"
"Escherichia virus P2-4B2" "NC_049387"
"Escherichia virus P2-4C9" "NC_049388"
"Escherichia virus P2-4E6b" "NC_049389"
"Escherichia virus pro147" "NC_028896"
"Escherichia virus pro483" "NC_028943"
"Escherichia virus Wphi" "NC_005056"
"Yersinia virus L413C" "NC_004745"
"Pseudomonas virus phi3" "NC_030940"
"Salinivibrio virus SMHB1" "NC_047775"
"Klebsiella virus 3LV2017" "NC_047817"
"Klebsiella virus ST16OXA48phi5-4" "NC_049450"
"Salmonella virus SEN4" "NC_029015"
"Cronobacter virus ESSI2" "NC_047854"
"Escherichia virus ev015" "NC_049395"
"Escherichia virus ev040" "NC_049393"
"Escherichia virus ev129" "NC_049394"
"Escherichia virus ev239" "NC_049392"
"Stenotrophomonas virus Smp131" "NC_023588"
"Salmonella virus FSLSP004" "NC_021774"
"Burkholderia virus KL3" "NC_015266"
"Burkholderia virus phi52237" "NC_007145"
"Burkholderia virus phiE122" "NC_009236"
"Burkholderia virus phiE202" "NC_009234"
"Klebsiella virus ST147VIM1phi7-1" "NC_049451"
"Vibrio virus PV94" "NC_027368"
"Escherichia virus 503458" "NC_049341"
"Escherichia virus 500465-2" "NC_049343"
"Escherichia virus 520873" "NC_049344"
"Escherichia virus P88" "NC_026014"
"Escherichia virus P88-4B11" "NC_049391"
"Vibrio virus Yong1" "NC_049477"
"Escherichia virus Bp7" "NC_019500"
"Escherichia virus IME08" "NC_014260"
"Escherichia virus JS10" "NC_012741"
"Escherichia virus JS98" "NC_010105"
"Escherichia virus MX01" "NC_031934"
"Escherichia virus QL01" "NC_028847"
"Escherichia virus VR5" "NC_028881"
"Escherichia virus WG01" "NC_031928"
"Escherichia virus VR7" "NC_014792"
"Escherichia virus VR20" "NC_028894"
"Escherichia virus VR25" "NC_028925"
"Escherichia virus VR26" "NC_028957"
"Shigella virus SP18" "NC_014595"
"Salmonella virus Melville" "NC_042044"
"Salmonella virus S16" "NC_020416"
"Salmonella virus STML198" "NC_027344"
"Salmonella virus STP4a" "NC_026607"
"Klebsiella virus JD18" "NC_028686"
"Klebsiella virus PKO111" "NC_031095"
"Enterobacter virus PG7" "NC_023561"
"Escherichia virus CC31" "NC_014662"
"Escherichia virus ECD7" "NC_041936"
"Escherichia virus GEC3S" "NC_025425"
"Escherichia virus JSE" "NC_012740"
"Escherichia virus phi1" "NC_009821"
"Escherichia virus RB49" "NC_005066"
"Citrobacter virus CF1" "NC_042067"
"Citrobacter virus Merlin" "NC_028857"
"Citrobacter virus Moon" "NC_027331"
"Escherichia virus APCEc01" "NC_029091"
"Escherichia virus HP3" "NC_041920"
"Escherichia virus HX01" "NC_018855"
"Escherichia virus JS09" "NC_024124"
"Escherichia virus O157tp3" "NC_041863"
"Escherichia virus O157tp6" "NC_041864"
"Escherichia virus PhAPEC2" "NC_024794"
"Escherichia virus RB69" "NC_004928"
"Escherichia virus ST0" "NC_041990"
"Shigella virus SHSML521" "NC_031090"
"Shigella virus UTAM" "NC_025437"
"Citrobacter virus CF2" "NC_029013"
"Citrobacter virus Margaery" "NC_028755"
"Citrobacter virus Miller" "NC_025414"
"Cronobacter virus GAP161" "NC_019398"
"Cronobacter virus leB" "NC_048645"
"Cronobacter virus leE" "NC_048646"
"Escherichia virus Lw1" "NC_021344"
"Escherichia virus RB16" "NC_014467"
"Escherichia virus RB43" "NC_007023"
"Vibrio virus KVP40" "NC_005083"
"Vibrio virus nt1" "NC_021529"
"Vibrio virus ValKK3" "NC_028829"
"Enterobacter virus Eap3" "NC_041980"
"Klebsiella virus KP15" "NC_014036"
"Klebsiella virus KP27" "NC_020080"
"Klebsiella virus Matisse" "NC_028750"
"Klebsiella virus Miro" "NC_041981"
"Klebsiella virus PMBT1" "NC_042138"
"Citrobacter virus CrRp10" "MG775043"
"Citrobacter virus PhiZZ6" "MT176424"
"Citrobacter virus PhiZZ23" "MT176425"
"Enterobacteria virus Aplg8" "KT184308"
"Enterobacteria virus GiZh" "KT184311"
"Enterobacteria virus IME340" "MH051916"
"Enterobacteria virus Kha5h" "KT184312"
"Enterobacteria virus RB18" "MH553563"
"Enterobacteria virus RB27" "NC_025448"
"Enterobacteria virus T6" "AP018814"
"Escherichia virus AR1" "NC_027983"
"Escherichia virus AREG1" "NC_031030"
"Escherichia virus C40" "NC_019399"
"Escherichia virus DalCa" "MH992510"
"Escherichia virus E112" "NC_024125"
"Escherichia virus EC121" "MF001359"
"Escherichia virus ECML134" "NC_025449"
"Escherichia virus EcNP1" "MK886800"
"Escherichia virus ECO4" "MF001360"
"Escherichia virus EcoMF1" "MT682712"
"Escherichia virus F2" "MN864145"
"Escherichia virus fFiEco06" "MG781190"
"Escherichia virus G8" "MK373787"
"Escherichia virus G28" "MG867727"
"Escherichia virus G50" "MK327942"
"Escherichia virus G4498" "MK327939"
"Escherichia virus G4507" "MK327946"
"Escherichia virus G9062" "MK373779"
"Escherichia virus HY01" "NC_027349"
"Escherichia virus HY03" "NC_031047"
"Escherichia virus Ime09" "NC_019503"
"Escherichia virus IME537" "MT179807"
"Escherichia virus KAW1E185" "MK373781"
"Escherichia virus KIT03" "AP018932"
"Escherichia virus Lutter" "MT682714"
"Escherichia virus NBEco003" "MN994497"
"Escherichia virus NBG2" "MH243439"
"Escherichia virus OE5505" "MK373785"
"Escherichia virus Ozark" "MT682713"
"Escherichia virus PD112" "MH837626"
"Escherichia virus PE37" "KU925172"
"Escherichia virus PP01" "LC348379"
"Escherichia virus RB3" "NC_025419"
"Escherichia virus RB14" "NC_012638"
"Escherichia virus RB32" "NC_008515"
"Escherichia virus slur03" "NC_042129"
"Escherichia virus slur04" "NC_042130"
"Escherichia virus T2" "LC348380"
"Escherichia virus T4" "NC_000866"
"Escherichia virus teqdroes" "MN895438"
"Escherichia virus teqhad" "MN895434"
"Escherichia virus teqskov" "MN895437"
"Escherichia virus YUEEL01" "KY290975"
"Salmonella virus SG1" "MF001354"
"Salmonella virus SNUABM-01" "MN580668"
"Serratia virus PhiZZ30" "MT176426"
"Shigella virus CM8" "MK962750"
"Shigella virus JK45" "MK962757"
"Shigella virus pSs1" "NC_025829"
"Shigella virus Sf21" "NC_042077"
"Shigella virus Sf22" "NC_042039"
"Shigella virus Sf23" "MF158046"
"Shigella virus Sf24" "NC_042078"
"Shigella virus SH7" "KX828711"
"Shigella virus SHBML501" "NC_031085"
"Shigella virus SHBML-50-1" "NC_031085"
"Shigella virus Shfl2" "NC_015457"
"Shigella virus SHFML11" "NC_030953"
"Shigella virus SHFML26" "NC_031011"
"Yersinia virus D1" "NC_027353"
"Yersinia virus fPS-2" "LR215722"
"Yersinia virus PST" "NC_027404"
"Yersinia virus PYPS2T" "MH809535"
"Yersinia virus ZN18" "MN716856"
"Acinetobacter virus 133" "NC_015250"
"Aeromonas virus Aeh1" "NC_005260"
"Acinetobacter virus Acj9" "NC_014663"
"Acinetobacter virus AbTZA1" "NC_049445"
"Acinetobacter virus PhT2" "NC_049494"
"Acinetobacter virus Acj61" "NC_014661"
"Acinetobacter virus AM101" "NC_049511"
"Acinetobacter virus Apostate" "NC_049491"
"Acinetobacter virus Berthold" "NC_049490"
"Acinetobacter virus fHyAci03" "NC_049438"
"Acinetobacter virus KARL1" "NC_049441"
"Acinetobacter virus Kimel" "NC_049492"
"Acinetobacter virus Konradin" "NC_049479"
"Acinetobacter virus Lazarus" "NC_049493"
"Acinetobacter virus ZZ1" "NC_018087"
"Escherichia virus Av05" "NC_025830"
"Cronobacter virus CR3" "NC_017974"
"Cronobacter virus CR8" "NC_024354"
"Cronobacter virus CR9" "NC_023717"
"Cronobacter virus PBES02" "NC_028672"
"Pectobacterium virus phiTE" "NC_020201"
"Erwinia virus Hena1" "NC_048828"
"Erwinia virus SNUABM01" "NC_048807"
"Klebsiella virus BIS47" "NC_048656"
"Klebsiella virus KB57" "NC_028659"
"Klebsiella virus KNP2" "NC_048647"
"Klebsiella virus KpS8" "NC_048873"
"Proteus virus Mydo" "NC_048741"
"Raoultella virus Ro1" "NC_048682"
"Cronobacter virus GAP31" "NC_019400"
"Escherichia virus 4MG" "NC_022968"
"Salmonella virus PVPSE1" "NC_016071"
"Salmonella virus SSE121" "NC_027351"
"Escherichia virus APECc02" "NC_041869"
"Escherichia virus FFH2" "NC_024134"
"Escherichia virus FV3" "NC_019517"
